,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
4298,424000,2.0,2.0,1441.0,117612.0,2023.0,43,294.0,43.668552,-71.111329,3864.0,9.2,32.5,13.8,35.2,82.0,8.6,11.1,82.7,7.6,72.1,85.2,14.1,68.1,9.7,49.3,34.7,17.5,59.5,24.0,11.2,31.5,17.3,9.5,37.7,8.8,3.5,24.8,72.8,15.2,15.7,31.2,12.6,4.3,31.8,3.9,15.1,5.2,(-71.109758 43.70018498),1696.0,High,0,0,0,0,1,0,0,1,0
4300,449000,2.0,2.5,1968.0,217800.0,1975.0,44,228.0,43.5868647,-71.0914168,3872.0,6.9,28.9,15.6,30.8,79.5,7.7,10.8,85.4,5.8,71.2,86.5,11.7,70.3,7.3,53.2,40.0,14.9,65.6,23.7,9.0,25.4,13.1,7.3,35.2,6.6,2.9,19.9,73.9,14.4,11.7,30.2,10.4,3.1,31.5,3.0,10.8,3.7,(-71.04485909 43.56968945),3809.0,High,0,0,0,0,1,0,0,1,0
4301,8200000,5.0,5.5,6178.0,4965840.0,2008.0,44,1327.0,43.665952,-71.214881,3816.0,6.4,30.8,14.4,32.9,81.4,8.5,10.8,85.8,6.5,72.7,87.8,11.3,71.2,7.6,53.7,40.7,13.8,66.3,23.2,9.9,26.0,13.4,8.0,36.8,6.7,3.2,19.8,74.3,13.7,12.6,30.2,10.7,3.4,30.4,3.2,10.3,3.9,(-71.24302173 43.69756575),1368.0,High,0,0,0,0,1,0,0,1,0
4303,375000,1.0,1.0,836.0,4356.0,1960.0,45,449.0,43.678903,-70.990588,3830.0,6.9,31.4,14.5,33.6,81.5,8.6,10.6,85.6,6.6,72.7,88.1,11.3,72.5,7.9,53.2,41.4,14.8,65.6,22.9,10.1,26.3,13.8,8.0,37.5,6.6,3.2,20.5,73.4,13.6,12.7,30.5,10.9,3.3,31.1,3.3,10.3,3.8,(-70.992638 43.61100076),1610.0,Low,0,0,0,0,1,0,0,1,0
4306,1250000,4.0,4.0,3824.0,800632.0,1770.0,47,327.0,43.7596692,-71.368729,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4308,399000,2.0,1.0,957.0,54450.0,1972.0,47,417.0,43.6661362,-71.2601584,3816.0,6.4,30.8,14.4,32.9,81.4,8.5,10.8,85.8,6.5,72.7,87.8,11.3,71.2,7.6,53.7,40.7,13.8,66.3,23.2,9.9,26.0,13.4,8.0,36.8,6.7,3.2,19.8,74.3,13.7,12.6,30.2,10.7,3.4,30.4,3.2,10.3,3.9,(-71.24302173 43.69756575),1368.0,Low,0,0,0,0,1,0,0,1,0
4309,389900,3.0,2.0,1742.0,43560.0,2023.0,47,224.0,43.693677,-71.125496,3864.0,9.2,32.5,13.8,35.2,82.0,8.6,11.1,82.7,7.6,72.1,85.2,14.1,68.1,9.7,49.3,34.7,17.5,59.5,24.0,11.2,31.5,17.3,9.5,37.7,8.8,3.5,24.8,72.8,15.2,15.7,31.2,12.6,4.3,31.8,3.9,15.1,5.2,(-71.109758 43.70018498),1696.0,Low,0,0,0,0,1,0,0,1,0
4310,222000,1.0,1.0,240.0,66211.0,1998.0,47,925.0,43.6890228,-71.3725473,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,Low,0,0,0,0,1,0,0,1,0
4312,489000,3.0,2.0,1716.0,21780.0,2006.0,47,285.0,43.9532015,-71.1414903,3849.0,6.6,28.7,15.5,30.7,79.6,7.7,10.7,86.0,5.7,71.4,87.2,11.2,70.3,7.0,53.3,40.5,14.2,66.5,23.3,8.9,24.5,12.7,7.1,35.2,6.3,2.8,19.3,74.5,13.9,11.4,30.2,10.2,3.1,30.9,2.9,10.2,3.6,(-71.13390796 43.90026493),1585.0,High,0,0,0,0,1,0,0,1,0
4313,349000,3.0,3.0,1920.0,40075.0,1960.0,48,182.0,43.6282742,-71.2053405,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,Low,0,0,0,0,1,0,0,1,0
4314,475000,3.0,2.5,1632.0,261360.0,1985.0,49,291.0,43.6051447,-71.2556157,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,0,1,0,1,0
4315,475000,4.0,1.0,2658.0,73180.0,1880.0,49,179.0,44.0720629,-71.1576415,3860.0,6.4,29.4,14.7,31.5,81.0,8.5,10.6,85.6,6.2,72.3,86.9,11.0,72.4,7.0,54.6,38.8,12.4,67.2,22.9,9.2,25.6,12.6,7.9,35.5,6.5,3.1,19.0,75.1,13.5,12.0,28.7,10.0,3.1,29.7,3.1,9.8,3.8,(-71.12029917 44.04154512),4056.0,High,0,0,0,0,1,0,0,1,0
4316,965000,3.0,2.5,2404.0,42253.0,1994.0,49,401.0,44.141469,-71.159659,3846.0,6.3,34.4,12.9,36.9,83.8,9.8,10.4,85.7,7.8,74.9,89.9,10.7,73.0,8.6,53.4,40.6,13.7,66.4,21.9,11.3,27.8,14.6,9.4,40.0,6.9,3.6,21.1,75.2,12.5,14.3,30.1,11.4,3.7,29.8,3.7,10.4,4.2,(-71.19067066 44.18540502),799.0,High,0,0,0,0,1,0,0,1,0
4318,639000,5.0,3.5,3732.0,45738.0,1830.0,50,171.0,43.57482,-71.1897755,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4322,499900,3.0,2.0,1152.0,22651.0,1974.0,50,434.0,44.1243407,-71.183892,3812.0,6.7,31.1,14.4,33.4,81.4,8.4,10.7,85.5,6.5,72.7,88.0,11.2,72.1,7.8,51.8,42.3,14.4,65.9,23.0,10.1,25.9,13.7,7.9,37.4,6.6,3.1,19.9,74.7,13.5,12.6,30.6,10.8,3.4,30.7,3.2,10.0,3.9,(-71.2890465 44.05467813),824.0,High,0,0,0,0,1,0,0,1,0
4324,375000,3.0,2.5,1846.0,45302.0,1973.0,55,203.0,43.875752,-71.238282,3886.0,7.1,30.3,14.5,32.4,80.8,8.2,10.9,85.4,6.4,72.1,86.6,12.0,70.2,7.8,53.5,39.6,14.7,64.6,23.7,9.8,26.6,14.1,7.9,36.3,7.1,3.1,20.6,74.4,14.2,12.8,30.4,10.9,3.5,30.8,3.2,11.4,4.1,(-71.28732172 43.86259192),2112.0,Low,0,0,0,0,1,0,0,1,0
4325,450000,3.0,2.5,1992.0,182080.0,1955.0,56,226.0,43.855026,-71.270579,3886.0,7.1,30.3,14.5,32.4,80.8,8.2,10.9,85.4,6.4,72.1,86.6,12.0,70.2,7.8,53.5,39.6,14.7,64.6,23.7,9.8,26.6,14.1,7.9,36.3,7.1,3.1,20.6,74.4,14.2,12.8,30.4,10.9,3.5,30.8,3.2,11.4,4.1,(-71.28732172 43.86259192),2112.0,High,0,0,0,0,1,0,0,1,0
4330,339000,2.0,1.0,1040.0,21344.0,2013.0,57,326.0,43.9394543,-71.1457368,3849.0,6.6,28.7,15.5,30.7,79.6,7.7,10.7,86.0,5.7,71.4,87.2,11.2,70.3,7.0,53.3,40.5,14.2,66.5,23.3,8.9,24.5,12.7,7.1,35.2,6.3,2.8,19.3,74.5,13.9,11.4,30.2,10.2,3.1,30.9,2.9,10.2,3.6,(-71.13390796 43.90026493),1585.0,Low,0,0,0,0,1,0,0,1,0
4331,675000,3.0,2.0,1662.0,3397680.0,1972.0,57,406.0,43.7484206,-71.3897375,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4332,599000,3.0,3.0,3083.0,99316.0,1989.0,58,194.0,43.5885828,-71.2438518,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4334,449000,4.0,2.0,2360.0,87120.0,1920.0,58,190.0,43.65391618723581,-71.2787274576721,3816.0,6.4,30.8,14.4,32.9,81.4,8.5,10.8,85.8,6.5,72.7,87.8,11.3,71.2,7.6,53.7,40.7,13.8,66.3,23.2,9.9,26.0,13.4,8.0,36.8,6.7,3.2,19.8,74.3,13.7,12.6,30.2,10.7,3.4,30.4,3.2,10.3,3.9,(-71.24302173 43.69756575),1368.0,High,0,0,0,0,1,0,0,1,0
4336,498500,1.0,1.0,339.0,4791.0,2006.0,61,1471.0,43.69894,-71.0003523,3882.0,7.3,29.0,15.4,31.1,79.3,7.4,10.9,84.9,5.8,70.9,86.3,12.2,69.7,7.6,51.7,40.2,15.8,64.0,23.9,9.3,25.8,13.9,7.2,35.2,6.9,2.9,20.6,73.9,14.6,12.1,31.1,10.8,3.4,31.7,3.0,11.3,4.0,(-71.04210281 43.74578309),1465.0,High,0,0,0,0,1,0,0,1,0
4337,410000,3.0,2.0,1739.0,2178000.0,1986.0,61,236.0,44.070635,-71.1050016,3860.0,6.4,29.4,14.7,31.5,81.0,8.5,10.6,85.6,6.2,72.3,86.9,11.0,72.4,7.0,54.6,38.8,12.4,67.2,22.9,9.2,25.6,12.6,7.9,35.5,6.5,3.1,19.0,75.1,13.5,12.0,28.7,10.0,3.1,29.7,3.1,9.8,3.8,(-71.12029917 44.04154512),4056.0,High,0,0,0,0,0,1,0,1,0
4338,699000,3.0,4.0,2772.0,691297.0,2004.0,61,252.0,43.9603235,-71.0886189,3813.0,7.5,29.8,14.8,32.1,80.2,7.8,11.1,84.9,6.2,71.4,86.0,12.6,69.8,8.0,52.2,38.8,15.8,63.2,24.3,9.9,27.0,14.5,7.8,35.8,7.3,3.1,21.2,74.4,14.8,12.9,31.1,11.1,3.6,31.5,3.2,11.5,4.3,(-71.051972 44.00388789),3250.0,High,0,0,0,0,1,0,0,1,0
4339,339900,3.0,2.0,1762.0,77536.0,1940.0,61,193.0,43.9576837,-71.015164,3813.0,7.5,29.8,14.8,32.1,80.2,7.8,11.1,84.9,6.2,71.4,86.0,12.6,69.8,8.0,52.2,38.8,15.8,63.2,24.3,9.9,27.0,14.5,7.8,35.8,7.3,3.1,21.2,74.4,14.8,12.9,31.1,11.1,3.6,31.5,3.2,11.5,4.3,(-71.051972 44.00388789),3250.0,Low,0,0,0,0,1,0,0,1,0
4340,395000,1.0,3.0,1372.0,1916640.0,1987.0,61,288.0,44.0870231,-71.2042542,3812.0,6.7,31.1,14.4,33.4,81.4,8.4,10.7,85.5,6.5,72.7,88.0,11.2,72.1,7.8,51.8,42.3,14.4,65.9,23.0,10.1,25.9,13.7,7.9,37.4,6.6,3.1,19.9,74.7,13.5,12.6,30.6,10.8,3.4,30.7,3.2,10.0,3.9,(-71.2890465 44.05467813),824.0,Low,0,0,0,0,0,1,0,1,0
4341,674900,3.0,2.0,3256.0,23086.0,1999.0,62,207.0,43.6156099,-71.2585372,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4342,699000,3.0,3.5,3398.0,104544.0,1991.0,62,206.0,43.725873,-71.436355,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4343,599000,3.0,4.0,2244.0,175982.0,1920.0,62,267.0,43.5921447,-71.2320445,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4344,650000,6.0,2.5,4061.0,283140.0,1880.0,62,160.0,43.799475,-71.363264,3227.0,6.7,34.5,12.8,36.6,83.6,9.7,10.7,85.6,7.6,74.6,89.2,11.5,71.4,8.9,52.5,39.0,14.4,65.0,22.5,11.3,28.9,15.3,9.3,39.4,7.5,3.6,21.9,73.9,13.1,14.9,30.4,11.8,3.9,30.1,3.8,11.4,4.6,(-71.46794735 43.82775648),925.0,High,0,0,0,0,1,0,0,1,0
4346,359900,3.0,2.0,2429.0,33541.0,1840.0,62,148.0,43.7439493,-71.4103704,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,Low,0,0,0,0,1,0,0,1,0
4347,325000,2.0,1.0,1068.0,36590.0,1980.0,63,304.0,43.630255,-70.976727,3830.0,6.9,31.4,14.5,33.6,81.5,8.6,10.6,85.6,6.6,72.7,88.1,11.3,72.5,7.9,53.2,41.4,14.8,65.6,22.9,10.1,26.3,13.8,8.0,37.5,6.6,3.2,20.5,73.4,13.6,12.7,30.5,10.9,3.3,31.1,3.3,10.3,3.8,(-70.992638 43.61100076),1610.0,Low,0,0,0,0,1,0,0,1,0
4348,2500000,6.0,4.5,4533.0,352400.0,2007.0,63,552.0,43.765218,-71.4218549,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4351,395000,4.0,3.0,2768.0,151153.0,1984.0,64,143.0,43.8406389,-71.2500296,3886.0,7.1,30.3,14.5,32.4,80.8,8.2,10.9,85.4,6.4,72.1,86.6,12.0,70.2,7.8,53.5,39.6,14.7,64.6,23.7,9.8,26.6,14.1,7.9,36.3,7.1,3.1,20.6,74.4,14.2,12.8,30.4,10.9,3.5,30.8,3.2,11.4,4.1,(-71.28732172 43.86259192),2112.0,Low,0,0,0,0,1,0,0,1,0
4353,500000,1.0,1.0,763.0,1420056.0,1988.0,65,655.0,43.677786,-71.182874,3864.0,9.2,32.5,13.8,35.2,82.0,8.6,11.1,82.7,7.6,72.1,85.2,14.1,68.1,9.7,49.3,34.7,17.5,59.5,24.0,11.2,31.5,17.3,9.5,37.7,8.8,3.5,24.8,72.8,15.2,15.7,31.2,12.6,4.3,31.8,3.9,15.1,5.2,(-71.109758 43.70018498),1696.0,High,0,0,0,0,1,0,0,1,0
4355,500000,3.0,2.5,2583.0,54885.0,1987.0,67,194.0,43.5622369,-71.1807184,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4357,349000,3.0,2.0,2588.0,58370.0,1880.0,68,135.0,43.82947005031623,-71.24745156211854,3886.0,7.1,30.3,14.5,32.4,80.8,8.2,10.9,85.4,6.4,72.1,86.6,12.0,70.2,7.8,53.5,39.6,14.7,64.6,23.7,9.8,26.6,14.1,7.9,36.3,7.1,3.1,20.6,74.4,14.2,12.8,30.4,10.9,3.5,30.8,3.2,11.4,4.1,(-71.28732172 43.86259192),2112.0,Low,0,0,0,0,1,0,0,1,0
4359,699000,3.0,3.5,3908.0,56192.0,1971.0,68,179.0,44.0330033,-71.1448519,3860.0,6.4,29.4,14.7,31.5,81.0,8.5,10.6,85.6,6.2,72.3,86.9,11.0,72.4,7.0,54.6,38.8,12.4,67.2,22.9,9.2,25.6,12.6,7.9,35.5,6.5,3.1,19.0,75.1,13.5,12.0,28.7,10.0,3.1,29.7,3.1,9.8,3.8,(-71.12029917 44.04154512),4056.0,High,0,0,0,0,1,0,0,1,0
4361,550000,2.0,2.0,1180.0,9147.0,1968.0,69,466.0,43.732882,-71.371281,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4363,675000,3.0,2.0,1828.0,12196.0,1970.0,69,369.0,43.6720941,-71.3640329,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4364,499900,3.0,2.5,2200.0,62290.0,1999.0,69,227.0,43.7900426,-71.1005867,3814.0,9.3,31.4,14.4,34.1,80.8,7.9,11.4,83.4,7.0,71.2,84.9,14.1,68.1,9.4,49.5,37.4,18.5,58.9,24.6,10.9,30.1,17.0,8.6,37.1,8.4,3.3,24.2,72.7,15.6,14.8,32.3,12.5,4.2,32.6,3.6,14.6,5.1,(-71.1806825 43.75313092),2329.0,High,0,0,0,0,1,0,0,1,0
4365,499900,4.0,2.0,2916.0,135907.0,1850.0,70,171.0,43.7508089,-71.3691455,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4368,515000,4.0,1.5,1662.0,9147.0,1992.0,70,310.0,43.7353271,-71.3710583,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
4369,759900,4.0,3.0,2560.0,97138.0,1973.0,71,297.0,43.5679259,-71.1871303,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4373,599900,3.0,2.5,1900.0,50965.0,2023.0,72,316.0,43.638971,-71.07227,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4374,350000,3.0,1.5,1320.0,261360.0,1970.0,72,265.0,43.6526877,-71.1371937,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,Low,0,0,0,0,1,0,0,1,0
4375,159900,1.0,1.0,592.0,3049.0,1935.0,74,270.0,43.7546137,-71.1523568,3814.0,9.3,31.4,14.4,34.1,80.8,7.9,11.4,83.4,7.0,71.2,84.9,14.1,68.1,9.4,49.5,37.4,18.5,58.9,24.6,10.9,30.1,17.0,8.6,37.1,8.4,3.3,24.2,72.7,15.6,14.8,32.3,12.5,4.2,32.6,3.6,14.6,5.1,(-71.1806825 43.75313092),2329.0,Low,0,0,0,0,1,0,0,1,0
4378,1295000,3.0,2.5,3034.0,87120.0,2006.0,75,427.0,43.6462038,-71.131773,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4379,599000,3.0,2.0,2218.0,217800.0,1900.0,78,270.0,43.5563277,-71.1654058,3894.0,6.4,33.8,12.7,35.8,84.0,10.1,10.2,85.9,7.5,75.2,89.5,10.5,73.0,8.0,54.3,39.4,12.4,67.5,21.4,10.5,27.8,13.9,9.3,39.1,6.9,3.6,21.0,73.9,12.2,14.1,28.5,10.9,3.4,28.9,3.7,10.2,4.1,(-71.17188925 43.61224886),6314.0,High,0,0,0,0,1,0,0,1,0
4381,3995000,3.0,2.5,2619.0,283140.0,1900.0,78,1525.0,43.6891672,-71.3014508,3850.0,5.9,36.7,11.9,38.8,85.4,10.8,10.4,85.3,8.4,76.5,90.8,10.6,73.1,9.0,54.6,40.6,12.7,67.1,21.5,12.0,29.1,14.9,10.0,41.5,7.1,4.0,21.4,73.4,12.1,15.3,29.7,11.7,3.8,28.9,4.0,10.4,4.4,(-71.30203992 43.69262453),372.0,High,0,0,0,0,1,0,0,1,0
4383,319900,3.0,2.0,1344.0,20908.0,1995.0,82,238.0,43.9618964,-71.115595,3818.0,7.9,28.7,15.2,31.0,79.2,7.4,11.2,84.7,6.0,70.6,84.8,13.1,69.9,7.8,51.8,38.1,16.2,62.5,24.7,9.4,27.2,14.5,7.6,34.7,7.5,3.0,21.4,74.0,15.4,12.7,30.9,11.1,3.6,31.7,3.1,12.6,4.3,(-71.24979836 43.97364383),3807.0,Low,0,0,0,0,1,0,0,1,0
4384,895000,3.0,3.5,3745.0,949608.0,1974.0,83,239.0,43.8305821,-71.0077984,3836.0,6.9,34.5,12.8,36.9,84.0,9.8,10.5,85.2,7.9,74.7,89.0,11.5,72.8,9.0,53.5,39.4,14.4,64.8,22.4,11.4,29.0,15.3,9.6,39.8,7.3,3.7,22.2,73.0,13.1,14.8,30.2,11.7,3.8,30.0,3.8,11.6,4.4,(-71.0712344 43.82626647),1489.0,High,0,0,0,0,1,0,0,1,0
4386,640000,3.0,1.5,1968.0,740520.0,1975.0,83,325.0,43.812232,-71.433052,3227.0,6.7,34.5,12.8,36.6,83.6,9.7,10.7,85.6,7.6,74.6,89.2,11.5,71.4,8.9,52.5,39.0,14.4,65.0,22.5,11.3,28.9,15.3,9.3,39.4,7.5,3.6,21.9,73.9,13.1,14.9,30.4,11.8,3.9,30.1,3.8,11.4,4.6,(-71.46794735 43.82775648),925.0,High,0,0,0,0,1,0,0,1,0
4387,135000,1.0,1.0,176.0,3484.0,1990.0,84,767.0,43.7981593,-71.1188178,3836.0,6.9,34.5,12.8,36.9,84.0,9.8,10.5,85.2,7.9,74.7,89.0,11.5,72.8,9.0,53.5,39.4,14.4,64.8,22.4,11.4,29.0,15.3,9.6,39.8,7.3,3.7,22.2,73.0,13.1,14.8,30.2,11.7,3.8,30.0,3.8,11.6,4.4,(-71.0712344 43.82626647),1489.0,Low,0,1,0,0,0,0,0,1,0
4389,399900,2.0,2.0,1350.0,1742400.0,1985.0,84,296.0,44.0870136,-71.2043015,3812.0,6.7,31.1,14.4,33.4,81.4,8.4,10.7,85.5,6.5,72.7,88.0,11.2,72.1,7.8,51.8,42.3,14.4,65.9,23.0,10.1,25.9,13.7,7.9,37.4,6.6,3.1,19.9,74.7,13.5,12.6,30.6,10.8,3.4,30.7,3.2,10.0,3.9,(-71.2890465 44.05467813),824.0,High,0,0,0,0,0,1,0,1,0
4390,679900,3.0,2.0,2239.0,59677.0,1999.0,84,304.0,43.7185128,-71.3518676,3254.0,5.8,32.1,13.7,34.1,82.7,9.2,10.3,86.3,6.7,74.1,89.4,10.1,73.9,7.5,54.7,41.6,12.4,68.7,21.9,10.1,25.4,13.0,8.2,38.3,6.2,3.3,18.9,75.3,12.4,12.4,29.1,10.3,3.2,29.2,3.3,9.1,3.7,(-71.37787744 43.72505935),4049.0,High,0,0,0,0,1,0,0,1,0
